machine,variable,window,n_days,slope_per_day,total_change,p_linear,kendall_tau,p_kendall,significant,is_injected
LD-06,Beam_Center_Offset_um,last45,46,-6.8758700152341985e-06,-0.00030941415068553896,0.9700078594874157,0.0009661835748792271,0.9924456207213618,False,False
LD-06,Beam_Center_Offset_um,last30,31,0.0002253353472952173,0.006760060418856519,0.5552081581481928,0.07526881720430108,0.5663744539910857,False,False
LD-06,Beam_Center_Offset_um,last21,22,0.00016397238765236715,0.00344342014069971,0.8201485780404485,0.012987012987012986,0.9555771436337516,False,False
LD-06,Beam_Center_Offset_um,last14,15,-0.0017518704658704889,-0.024526186522186844,0.11644348279939101,-0.29523809523809524,0.13946285911906778,False,False
LD-06,Beam_Center_Offset_um,last7,8,-0.0056182115478073825,-0.03932748083465168,0.0638513971536915,-0.4999999999999999,0.10868055555555556,False,False
LD-06,Feed_Speed_mm_s,full,120,-0.00029123733439900037,-0.03465724279348104,0.2869557414423943,-0.07731092436974789,0.2105448050207196,False,False
LD-06,Feed_Speed_mm_s,last45,46,0.0006401092978359207,0.028804918402616432,0.5998539915968678,0.07053140096618357,0.48945552096727396,False,False
LD-06,Feed_Speed_mm_s,last30,31,0.0013578698226459716,0.04073609467937915,0.5709883385220196,0.11397849462365593,0.379888807439013,False,False
LD-06,Feed_Speed_mm_s,last21,22,0.000645273036735453,0.013550733771444513,0.8592355260635489,0.047619047619047616,0.7805448221723992,False,False
LD-06,Feed_Speed_mm_s,last14,15,-0.00037313336052652144,-0.0052238670473713006,0.9519469537446806,0.009523809523809525,1.0,False,False
LD-06,Feed_Speed_mm_s,last7,8,-0.007947540923081439,-0.05563278646157007,0.5900451810665767,-0.21428571428571427,0.5484126984126985,False,False
LD-06,Focus_Offset_um,full,120,-2.31261082463303e-05,-0.0027520068813133057,0.7639029684028548,-0.04145658263305322,0.5019662561274925,False,False
LD-06,Focus_Offset_um,last45,46,0.00023164556613675133,0.01042405047615381,0.46282239881805687,0.08792270531400967,0.3889066720470058,False,False
LD-06,Focus_Offset_um,last30,31,0.0006669967762266397,0.02000990328679919,0.23036859229370804,0.14838709677419357,0.25008298106040583,False,False
LD-06,Focus_Offset_um,last21,22,0.0007238910395878434,0.015201711831344712,0.49459131961618835,0.11688311688311688,0.4680001686472355,False,False
LD-06,Focus_Offset_um,last14,15,0.0031837349101763047,0.04457228874246827,0.06625256406337464,0.3142857142857143,0.11424717239544455,False,False
LD-06,Focus_Offset_um,last7,8,0.00017232074267511886,0.0012062451987258321,0.9689557926045257,0.0,1.0,False,False
LD-06,Head_Temp_C,full,120,-3.4699495159329386e-05,-0.004129239923960197,0.8898205961140142,-0.0257703081232493,0.6764178447652839,False,False
LD-06,Head_Temp_C,last45,46,5.765908468231459e-06,0.0002594658810704157,0.9944608515461152,-0.012560386473429953,0.9020390183173256,False,False
LD-06,Head_Temp_C,last30,31,-0.0018398682980775463,-0.05519604894232639,0.17001067180385543,-0.19139784946236563,0.13559628557425363,False,False
LD-06,Head_Temp_C,last21,22,-0.0010933368174776492,-0.022960073167030633,0.5971683397543092,-0.12554112554112554,0.4343099494437716,False,False
LD-06,Head_Temp_C,last14,15,0.0017881073099288436,0.02503350233900381,0.6496075356080507,0.06666666666666668,0.770495669755301,False,False
LD-06,Head_Temp_C,last7,8,0.0072592670771535455,0.05081486954007482,0.5005212738359907,0.07142857142857142,0.9048611111111111,False,False
LD-06,Coolant_Flow_lpm,full,120,2.435000281491302e-05,0.002897650334974649,0.766692211953715,0.008963585434173669,0.88457870899875,False,False
LD-06,Coolant_Flow_lpm,last45,46,0.00021157528600401345,0.009520887870180605,0.5493270712956558,0.07439613526570048,0.4659724913518163,False,False
LD-06,Coolant_Flow_lpm,last30,31,7.780804915179339e-05,0.0023342414745538016,0.9046704779482341,0.04086021505376344,0.7616202077225781,False,False
LD-06,Coolant_Flow_lpm,last21,22,-6.286976095843965e-05,-0.0013202649801272327,0.9508711519813683,-0.012987012987012986,0.9555771436337516,False,False
LD-06,Coolant_Flow_lpm,last14,15,-9.810312694705938e-05,-0.0013734437772588313,0.9590749115448507,-0.06666666666666668,0.770495669755301,False,False
LD-06,Coolant_Flow_lpm,last7,8,-0.004170458088357444,-0.029193206618502106,0.3830039271602131,-0.3571428571428571,0.27509920634920637,False,False
LD-06,Clean_Flow_lpm,full,120,-4.878610863573687e-05,-0.005805546927652687,0.5012738278763842,-0.045098039215686274,0.46516194190198723,False,False
LD-06,Clean_Flow_lpm,last45,46,0.0004284881574258548,0.019281967084163465,0.10400215720492537,0.1806763285024155,0.07663649670300385,False,False
LD-06,Clean_Flow_lpm,last30,31,0.0005360370768587111,0.01608111230576133,0.2865748040376233,0.1698924731182796,0.18652632424728055,False,False
LD-06,Clean_Flow_lpm,last21,22,-0.0008065823517751576,-0.01693822938727831,0.3240312380041322,-0.09956709956709957,0.5394123595200279,False,False
LD-06,Clean_Flow_lpm,last14,15,-0.0018847891878898792,-0.02638704863045831,0.20548678452203306,-0.14285714285714288,0.4950508526248027,False,False
LD-06,Clean_Flow_lpm,last7,8,-0.002627911220975033,-0.01839537854682523,0.4839095645074058,-0.07142857142857142,0.9048611111111111,False,False
LD-06,Clean_Pressure_bar,full,120,9.694047055829094e-06,0.0011535915996436622,0.6526365704314634,0.05742296918767507,0.35238215540475104,False,False
LD-06,Clean_Pressure_bar,last45,46,-1.0686015124782814e-05,-0.0004808706806152266,0.8907785909793239,-0.07246376811594203,0.4776350663093746,False,False
LD-06,Clean_Pressure_bar,last30,31,-4.058483346770055e-05,-0.0012175450040310166,0.7686070494130395,-0.15698924731182798,0.2230787732166901,False,False
LD-06,Clean_Pressure_bar,last21,22,-0.0002570571426788581,-0.00539819999625602,0.053437882174001146,-0.33333333333333337,0.030888793762969845,False,False
LD-06,Clean_Pressure_bar,last14,15,-0.0001308484287401966,-0.0018318780023627522,0.5950205441594631,-0.18095238095238098,0.3794503959627968,False,False
LD-06,Clean_Pressure_bar,last7,8,-0.0012673676719282916,-0.008871573703498042,0.011475164364760128,-0.7857142857142856,0.005505952380952381,False,False
LD-06,Clean_Time_s,full,120,0.00011959584914376123,0.014231906048107586,0.4341706632841796,0.04929971988795517,0.42462641388987743,False,False
LD-06,Clean_Time_s,last45,46,5.484157711249597e-05,0.0024678709700623187,0.9211251190619953,0.02995169082125604,0.7691302888844245,False,False
LD-06,Clean_Time_s,last30,31,0.0005765593530427987,0.01729678059128396,0.5340936548897923,0.12258064516129034,0.3441531311333978,False,False
LD-06,Clean_Time_s,last21,22,0.00047815390064993575,0.010041231913648651,0.7771643785951206,0.07359307359307359,0.6555978590524786,False,False
LD-06,Clean_Time_s,last14,15,0.00021490512081918974,0.0030086716914686563,0.9364511204337805,0.1619047619047619,0.43511891093211363,False,False
LD-06,Clean_Time_s,last7,8,-0.006431666302948172,-0.045021664120637205,0.42277307242192746,0.0,1.0,False,False
LD-06,Vibration_mm_s,full,120,-1.4427637090899695e-05,-0.0017168888138170636,0.647327935499647,-0.017086834733893556,0.7819910091838946,False,False
LD-06,Vibration_mm_s,last45,46,-6.237465275288305e-05,-0.002806859373879737,0.5775794055400554,-0.0570048309178744,0.5764204344541329,False,False
LD-06,Vibration_mm_s,last30,31,-6.555360712163698e-05,-0.0019666082136491096,0.7668530840866267,-0.04516129032258065,0.7360557234059398,False,False
LD-06,Vibration_mm_s,last21,22,-0.0005538269379829214,-0.01163036569764135,0.11413163497894682,-0.2207792207792208,0.16029274039086885,False,False
LD-06,Vibration_mm_s,last14,15,-0.0009325309457204119,-0.013055433240085767,0.16364220454299325,-0.2571428571428572,0.20184282422518202,False,False
LD-06,Vibration_mm_s,last7,8,-0.0008300939492636902,-0.005810657644845832,0.6056667325488505,-0.14285714285714285,0.7195436507936508,False,False
