Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_nm,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
3200,Rev9,9,W111,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,2166.39,2102.85,2274.36,3413.7,True,True,False,True,0,0.0,
3201,Rev9,9,W111,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,2221.71,2157.64,2151.53,3175.7,True,True,True,True,0,0.0,
3202,Rev9,9,W111,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,2192.19,2147.47,2143.54,3234.9,True,True,True,True,2,12.63,
3203,Rev9,9,W111,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,2140.85,2125.19,2110.81,3210.8,True,True,True,True,0,0.0,
3204,Rev9,9,W111,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,2223.15,2183.36,2101.73,3460.8,True,True,True,True,0,0.0,
3205,Rev9,9,W111,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,2190.63,2140.53,2143.28,3299.8,True,True,True,True,1,4.36,polymer_residue
3206,Rev9,9,W111,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,2168.1,2171.96,2095.18,3348.3,True,True,True,True,1,2.59,
3207,Rev9,9,W111,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,2184.1,2128.03,2099.06,3318.1,True,True,True,True,1,3.49,
3208,Rev9,9,W111,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,2166.62,2161.44,2085.99,3269.0,True,True,True,True,0,0.0,
3209,Rev9,9,W111,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,2179.74,2152.42,2192.69,3075.9,True,True,False,True,0,0.0,
3210,Rev9,9,W111,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,2212.25,2151.9,2071.11,3376.0,True,True,True,True,2,11.75,
3211,Rev9,9,W111,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,2211.5,2208.02,2165.06,3382.5,True,False,True,True,1,3.21,
3212,Rev9,9,W111,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,2189.89,2153.68,2261.52,3230.7,True,True,False,True,1,2.75,polymer_residue
3213,Rev9,9,W111,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,2219.78,2177.23,2125.86,3392.0,True,True,True,True,1,6.3,polymer_residue
3214,Rev9,9,W111,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,2148.73,2115.5,2130.29,3351.6,True,True,True,True,1,4.51,
3215,Rev9,9,W111,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,2194.52,2157.78,2078.26,3445.5,True,True,True,True,1,5.47,
3216,Rev9,9,W111,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,2176.57,2150.38,2139.67,3197.9,True,True,True,True,0,0.0,
3217,Rev9,9,W111,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,2248.6,2137.86,2183.16,3300.3,False,True,False,True,1,3.96,
3218,Rev9,9,W111,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,2169.02,2199.89,2265.69,3365.0,True,False,False,True,0,0.0,
3219,Rev9,9,W111,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,2161.01,2197.43,2138.7,3277.8,True,False,True,True,1,4.81,
3220,Rev4,4,W112,AE-3200,CH-A,C1,Center,0.0,0.0,2090.35,2117.98,2024.76,3143.6,True,True,True,True,0,0.0,
3221,Rev4,4,W112,AE-3200,CH-A,MID-01,Mid,0.52,30.0,2112.94,2031.36,2066.73,3199.8,True,True,True,True,0,0.0,
3222,Rev4,4,W112,AE-3200,CH-A,MID-02,Mid,0.52,90.0,2119.12,2126.79,2018.75,3272.8,True,True,True,True,0,0.0,
3223,Rev4,4,W112,AE-3200,CH-A,MID-03,Mid,0.52,150.0,2115.1,2100.74,2083.64,3284.4,True,True,True,True,0,0.0,
3224,Rev4,4,W112,AE-3200,CH-A,MID-04,Mid,0.52,210.0,2148.42,2083.44,2065.52,3387.4,True,True,True,True,0,0.0,
3225,Rev4,4,W112,AE-3200,CH-A,MID-05,Mid,0.52,270.0,2084.31,2113.84,1981.95,3280.4,True,True,True,True,0,0.0,
3226,Rev4,4,W112,AE-3200,CH-A,MID-06,Mid,0.52,330.0,2127.78,2092.38,2125.92,3415.4,True,True,True,True,0,0.0,
3227,Rev4,4,W112,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,2129.69,2084.05,2111.3,3156.7,True,True,True,True,0,0.0,
3228,Rev4,4,W112,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,2175.62,2063.92,2050.71,3186.1,True,True,True,True,1,5.63,esc_temp_drift
3229,Rev4,4,W112,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,2179.78,2079.29,2007.41,3421.2,True,True,True,True,0,0.0,
3230,Rev4,4,W112,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,2178.63,2158.86,2117.24,3440.9,True,True,True,True,0,0.0,
3231,Rev4,4,W112,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,2175.35,2046.8,2080.21,3378.8,True,True,True,True,0,0.0,
3232,Rev4,4,W112,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,2127.58,2055.25,2074.6,3124.9,True,True,True,True,1,4.55,endpoint_late
3233,Rev4,4,W112,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,2167.86,2137.78,1952.05,3368.6,True,True,True,True,0,0.0,
3234,Rev4,4,W112,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,2181.84,2186.71,2100.75,3364.2,True,True,True,True,1,3.59,polymer_residue
3235,Rev4,4,W112,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,2158.88,2127.54,2072.74,3324.2,True,True,True,True,0,0.0,
3236,Rev4,4,W112,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,2160.73,2081.35,2104.4,3228.5,True,True,True,True,0,0.0,
3237,Rev4,4,W112,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,2189.96,2185.26,2187.16,3083.1,True,True,False,True,0,0.0,
3238,Rev4,4,W112,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,2108.15,2141.97,2037.85,3483.6,True,True,True,True,1,2.67,
3239,Rev4,4,W112,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,2140.8,2146.09,2046.71,3385.1,True,True,True,True,0,0.0,
3240,Rev4,4,W112,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,2213.05,2079.99,2082.04,3256.2,True,True,True,True,0,0.0,
3241,Rev4,4,W112,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,2200.85,2113.92,2140.41,3362.2,True,True,True,True,0,0.0,
3242,Rev4,4,W112,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,2162.87,2113.67,2051.38,3544.5,True,True,True,False,0,0.0,
3243,Rev4,4,W112,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,2175.91,2148.46,2080.72,3356.9,True,True,True,True,0,0.0,
3244,Rev4,4,W112,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,2196.24,2116.8,2167.47,3250.1,True,True,True,True,0,0.0,
3245,Rev4,4,W112,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,2167.26,2110.63,2064.07,3303.0,True,True,True,True,0,0.0,
3246,Rev4,4,W112,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,2193.38,2125.26,2138.31,3217.4,True,True,True,True,0,0.0,
3247,Rev4,4,W112,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,2202.75,2133.37,2184.77,3376.9,True,True,False,True,0,0.0,
3248,Rev4,4,W112,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,2131.78,2133.8,2082.06,3238.9,True,True,True,True,0,0.0,
3249,Rev8,8,W113,AE-3200,CH-A,C1,Center,0.0,0.0,2190.47,2117.13,2086.43,3361.1,True,True,True,True,0,0.0,
3250,Rev8,8,W113,AE-3200,CH-A,MID-01,Mid,0.52,30.0,2147.32,2086.13,1981.44,3219.6,True,True,True,True,0,0.0,
3251,Rev8,8,W113,AE-3200,CH-A,MID-02,Mid,0.52,90.0,2144.61,2155.58,2141.86,3343.1,True,True,True,True,0,0.0,
3252,Rev8,8,W113,AE-3200,CH-A,MID-03,Mid,0.52,150.0,2196.62,2109.05,1944.31,3229.9,True,True,True,True,1,5.85,polymer_residue
3253,Rev8,8,W113,AE-3200,CH-A,MID-04,Mid,0.52,210.0,2189.02,2129.14,2087.89,3307.4,True,True,True,True,0,0.0,
3254,Rev8,8,W113,AE-3200,CH-A,MID-05,Mid,0.52,270.0,2162.44,2070.8,2060.94,3312.3,True,True,True,True,0,0.0,
3255,Rev8,8,W113,AE-3200,CH-A,MID-06,Mid,0.52,330.0,2136.87,2132.33,2040.04,3256.5,True,True,True,True,0,0.0,
3256,Rev8,8,W113,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,2217.41,2144.5,2032.11,3322.2,True,True,True,True,0,0.0,
3257,Rev8,8,W113,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,2193.89,2101.09,2026.05,3166.6,True,True,True,True,0,0.0,
3258,Rev8,8,W113,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,2170.47,2161.2,2090.86,3373.9,True,True,True,True,0,0.0,
3259,Rev8,8,W113,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,2238.42,2109.91,2127.5,3449.3,False,True,True,True,0,0.0,
3260,Rev8,8,W113,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,2176.08,2116.59,2052.68,3112.7,True,True,True,True,1,3.94,arc_event
3261,Rev8,8,W113,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,2188.73,2176.1,2127.45,3472.3,True,True,True,True,0,0.0,
3262,Rev8,8,W113,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,2196.77,2084.51,2023.31,3265.9,True,True,True,True,1,3.75,polymer_residue
3263,Rev8,8,W113,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,2193.7,2075.17,2153.87,3224.4,True,True,True,True,1,2.07,
3264,Rev8,8,W113,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,2218.78,2132.22,1991.42,3226.4,True,True,True,True,1,3.37,
3265,Rev8,8,W113,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,2214.72,2149.41,2092.17,3423.1,True,True,True,True,0,0.0,
3266,Rev8,8,W113,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,2181.38,2177.98,2072.52,3390.0,True,True,True,True,1,5.88,esc_temp_drift
3267,Rev8,8,W113,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,2191.62,2171.45,2005.44,3273.9,True,True,True,True,0,0.0,
3268,Rev8,8,W113,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,2250.55,2185.49,2129.37,3350.3,False,True,True,True,0,0.0,
3269,Rev8,8,W113,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,2192.16,2157.73,2048.47,3182.5,True,True,True,True,1,5.19,
3270,Rev8,8,W113,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,2198.55,2144.84,2178.98,3347.7,True,True,False,True,0,0.0,
3271,Rev8,8,W113,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,2212.36,2135.44,1973.88,3383.3,True,True,True,True,0,0.0,
3272,Rev8,8,W113,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,2218.71,2141.15,2123.94,3426.6,True,True,True,True,0,0.0,
3273,Rev8,8,W113,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,2175.28,2176.76,2100.94,3144.6,True,True,True,True,0,0.0,
3274,Rev8,8,W113,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,2193.4,2191.59,2147.9,3342.0,True,True,True,True,0,0.0,
3275,Rev8,8,W113,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,2205.04,2186.85,2045.4,3266.5,True,True,True,True,1,2.21,polymer_residue
3276,Rev8,8,W113,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,2244.08,2111.97,2064.43,3355.8,False,True,True,True,1,1.92,
3277,Rev8,8,W113,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,2222.66,2127.68,2064.7,3167.3,True,True,True,True,0,0.0,
3278,Rev2,2,W114,PX-7500,CH-C,C1,Center,0.0,0.0,2180.74,2085.67,2070.84,3274.2,True,True,True,True,0,0.0,
3279,Rev2,2,W114,PX-7500,CH-C,MID-01,Mid,0.52,30.0,2204.14,2159.13,2035.63,3511.7,True,True,True,False,0,0.0,
3280,Rev2,2,W114,PX-7500,CH-C,MID-02,Mid,0.52,90.0,2189.7,2113.38,2034.46,3246.0,True,True,True,True,1,4.77,endpoint_late
3281,Rev2,2,W114,PX-7500,CH-C,MID-03,Mid,0.52,150.0,2157.29,2047.96,2061.31,3369.7,True,True,True,True,0,0.0,
3282,Rev2,2,W114,PX-7500,CH-C,MID-04,Mid,0.52,210.0,2115.61,2171.96,2087.12,3450.4,True,True,True,True,0,0.0,
3283,Rev2,2,W114,PX-7500,CH-C,MID-05,Mid,0.52,270.0,2146.43,2096.55,2109.8,3311.9,True,True,True,True,0,0.0,
3284,Rev2,2,W114,PX-7500,CH-C,MID-06,Mid,0.52,330.0,2137.79,2093.48,2027.3,3434.0,True,True,True,True,0,0.0,
3285,Rev2,2,W114,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,2189.41,2184.49,2035.29,3353.4,True,True,True,True,0,0.0,
3286,Rev2,2,W114,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,2211.01,2181.98,2046.7,3456.4,True,True,True,True,0,0.0,
3287,Rev2,2,W114,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,2176.82,2158.75,2036.56,3647.1,True,True,True,False,1,6.32,pressure_spike
3288,Rev2,2,W114,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,2235.88,2160.62,1909.88,3192.8,False,True,True,True,0,0.0,
3289,Rev2,2,W114,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,2231.52,2134.88,2036.3,3625.3,False,True,True,False,2,4.23,polymer_residue
3290,Rev2,2,W114,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,2177.06,2154.31,2179.69,3496.6,True,True,False,True,0,0.0,
3291,Rev2,2,W114,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,2204.1,2072.85,2101.57,3299.7,True,True,True,True,0,0.0,
3292,Rev2,2,W114,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,2211.8,2105.94,2101.45,3313.3,True,True,True,True,0,0.0,
3293,Rev2,2,W114,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,2230.36,2110.01,2064.7,3366.9,False,True,True,True,1,3.78,
3294,Rev2,2,W114,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,2159.8,2101.21,2122.34,3152.0,True,True,True,True,1,1.8,
3295,Rev2,2,W114,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,2231.24,2161.8,2034.41,3263.8,False,True,True,True,0,0.0,
3296,Rev2,2,W114,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,2218.43,2153.14,2126.82,3411.4,True,True,True,True,0,0.0,
3297,Rev2,2,W114,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,2265.64,2121.49,2123.81,3371.3,False,True,True,True,1,4.88,arc_event
3298,Rev2,2,W114,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,2215.32,2167.42,2151.26,3411.5,True,True,True,True,0,0.0,
3299,Rev2,2,W114,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,2228.96,2124.5,2149.61,3546.8,False,True,True,False,0,0.0,
3300,Rev2,2,W114,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,2218.78,2097.68,2055.07,3375.6,True,True,True,True,1,4.47,arc_event
3301,Rev2,2,W114,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,2269.28,2102.59,2056.06,3326.3,False,True,True,True,1,3.05,
3302,Rev2,2,W114,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,2188.1,2219.07,2118.91,3291.2,True,False,True,True,1,2.9,polymer_residue
3303,Rev2,2,W114,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,2217.22,2117.85,2162.02,3381.8,True,True,True,True,1,4.19,polymer_residue
3304,Rev2,2,W114,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,2189.08,2157.69,2108.55,3315.5,True,True,True,True,0,0.0,
3305,Rev2,2,W114,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,2223.49,2162.2,2094.49,3606.6,True,True,True,False,0,0.0,
3306,Rev2,2,W114,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,2245.63,2122.88,1941.7,3298.8,False,True,True,True,0,0.0,
3307,Rev1,1,W115,AE-3200,CH-B,C1,Center,0.0,0.0,2152.85,2049.85,2077.03,3338.4,True,True,True,True,0,0.0,
3308,Rev1,1,W115,AE-3200,CH-B,MID-01,Mid,0.52,30.0,2136.42,2060.71,2009.35,3332.1,True,True,True,True,0,0.0,
3309,Rev1,1,W115,AE-3200,CH-B,MID-02,Mid,0.52,90.0,2167.81,2105.53,2095.28,3288.2,True,True,True,True,0,0.0,
3310,Rev1,1,W115,AE-3200,CH-B,MID-03,Mid,0.52,150.0,2111.34,2111.62,2150.19,3283.4,True,True,True,True,1,4.93,endpoint_late
3311,Rev1,1,W115,AE-3200,CH-B,MID-04,Mid,0.52,210.0,2252.66,2050.86,2048.05,3158.4,False,True,True,True,0,0.0,
3312,Rev1,1,W115,AE-3200,CH-B,MID-05,Mid,0.52,270.0,2126.7,2088.01,2094.74,3283.6,True,True,True,True,0,0.0,
3313,Rev1,1,W115,AE-3200,CH-B,MID-06,Mid,0.52,330.0,2117.71,2084.37,2037.59,3490.3,True,True,True,True,1,2.2,pressure_spike
3314,Rev1,1,W115,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,2187.87,2135.23,2053.41,3443.7,True,True,True,True,1,5.09,
3315,Rev1,1,W115,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,2214.63,2081.24,2130.45,3400.0,True,True,True,True,1,6.05,polymer_residue
3316,Rev1,1,W115,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,2112.59,2097.68,2175.05,3547.7,True,True,False,False,0,0.0,
3317,Rev1,1,W115,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,2184.22,2147.87,2084.29,3224.6,True,True,True,True,0,0.0,
3318,Rev1,1,W115,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,2192.99,2139.55,2112.5,3251.7,True,True,True,True,3,14.07,polymer_residue
3319,Rev1,1,W115,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,2178.03,2112.81,2277.06,3517.7,True,True,False,False,0,0.0,
3320,Rev1,1,W115,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,2215.19,2083.37,2141.24,3421.0,True,True,True,True,0,0.0,
3321,Rev1,1,W115,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,2201.72,2118.82,2123.7,3327.9,True,True,True,True,0,0.0,
3322,Rev1,1,W115,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,2192.8,2104.91,2092.46,3536.7,True,True,True,False,1,1.83,polymer_residue
3323,Rev1,1,W115,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,2192.1,2212.65,2039.66,3491.8,True,False,True,True,2,7.96,
3324,Rev1,1,W115,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,2176.38,2114.8,2155.61,3461.4,True,True,True,True,0,0.0,
3325,Rev1,1,W115,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,2221.14,2152.73,2145.72,3803.9,True,True,True,False,0,0.0,
3326,Rev1,1,W115,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,2234.92,2134.4,2203.64,3540.0,False,True,False,False,3,13.31,polymer_residue
3327,Rev1,1,W115,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,2190.92,2151.38,2151.64,3521.2,True,True,True,False,2,6.05,polymer_residue
3328,Rev1,1,W115,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,2208.49,2122.24,2153.93,3488.0,True,True,True,True,0,0.0,
3329,Rev1,1,W115,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,2204.46,2122.58,2130.66,3535.9,True,True,True,False,0,0.0,
3330,Rev1,1,W115,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,2160.78,2102.99,2128.39,3496.3,True,True,True,True,3,12.8,
3331,Rev1,1,W115,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,2195.39,2122.55,2207.27,3323.5,True,True,False,True,2,12.36,
3332,Rev1,1,W115,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,2215.5,2063.59,1994.52,3654.0,True,True,True,False,0,0.0,
3333,Rev1,1,W115,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,2210.46,2129.33,2184.89,3526.4,True,True,False,False,1,2.0,arc_event
3334,Rev1,1,W115,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,2198.71,2116.97,2142.92,3265.2,True,True,True,True,1,3.65,polymer_residue
3335,Rev1,1,W115,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,2221.97,2139.92,2054.68,3280.0,True,True,True,True,0,0.0,
3336,Rev6,6,W116,PX-7500,CH-C,C1,Center,0.0,0.0,2126.09,2111.15,2114.89,3216.7,True,True,True,True,0,0.0,
3337,Rev6,6,W116,PX-7500,CH-C,MID-01,Mid,0.52,30.0,2107.79,2096.63,2137.54,3255.1,True,True,True,True,0,0.0,
3338,Rev6,6,W116,PX-7500,CH-C,MID-02,Mid,0.52,90.0,2134.41,2156.46,2149.75,3458.6,True,True,True,True,0,0.0,
3339,Rev6,6,W116,PX-7500,CH-C,MID-03,Mid,0.52,150.0,2051.49,2136.08,2164.57,3261.5,False,True,True,True,0,0.0,
3340,Rev6,6,W116,PX-7500,CH-C,MID-04,Mid,0.52,210.0,2152.13,2124.9,2031.48,3395.4,True,True,True,True,0,0.0,
3341,Rev6,6,W116,PX-7500,CH-C,MID-05,Mid,0.52,270.0,2176.6,2086.92,2183.59,3219.2,True,True,False,True,0,0.0,
3342,Rev6,6,W116,PX-7500,CH-C,MID-06,Mid,0.52,330.0,2127.52,2137.05,2135.69,3542.7,True,True,True,False,0,0.0,
3343,Rev6,6,W116,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,2156.75,2179.59,2200.47,3376.4,True,True,False,True,1,2.22,arc_event
3344,Rev6,6,W116,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,2155.86,2209.45,2065.79,3478.9,True,False,True,True,0,0.0,
3345,Rev6,6,W116,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,2185.67,2158.35,2127.45,3330.8,True,True,True,True,1,5.8,polymer_residue
3346,Rev6,6,W116,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,2153.5,2101.32,2189.01,3336.5,True,True,False,True,0,0.0,
3347,Rev6,6,W116,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,2177.3,2129.27,2162.46,3414.4,True,True,True,True,0,0.0,
3348,Rev6,6,W116,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,2206.38,2099.95,2156.81,3213.0,True,True,True,True,0,0.0,
3349,Rev6,6,W116,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,2127.43,2114.99,2199.41,3505.5,True,True,False,False,0,0.0,
3350,Rev6,6,W116,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,2156.35,2139.57,2131.28,3387.1,True,True,True,True,1,4.23,
3351,Rev6,6,W116,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,2174.43,2126.01,2146.79,3246.8,True,True,True,True,2,10.62,
3352,Rev6,6,W116,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,2200.41,2131.99,2108.25,3537.3,True,True,True,False,0,0.0,
3353,Rev6,6,W116,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,2180.54,2106.42,2016.39,3389.3,True,True,True,True,0,0.0,
3354,Rev6,6,W116,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,2165.11,2126.7,2170.04,3515.1,True,True,False,False,0,0.0,
3355,Rev6,6,W116,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,2181.57,2141.44,2158.85,3468.1,True,True,True,True,1,3.92,polymer_residue
3356,Rev6,6,W116,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,2153.83,2185.5,2107.1,3203.9,True,True,True,True,1,3.81,polymer_residue
3357,Rev6,6,W116,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,2209.11,2120.71,2141.77,3356.3,True,True,True,True,0,0.0,
3358,Rev6,6,W116,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,2149.34,2166.6,2089.49,3428.9,True,True,True,True,2,5.8,arc_event
3359,Rev6,6,W116,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,2178.97,2080.31,2146.61,3360.9,True,True,True,True,1,3.97,
3360,Rev6,6,W116,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,2164.04,2168.66,2184.01,3205.3,True,True,False,True,0,0.0,
3361,Rev6,6,W116,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,2138.6,2137.4,2157.69,3332.4,True,True,True,True,3,19.4,polymer_residue
3362,Rev6,6,W116,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,2168.78,2175.85,2159.95,3503.6,True,True,True,False,0,0.0,
3363,Rev6,6,W116,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,2130.93,2186.7,2136.19,3505.7,True,True,True,False,1,2.58,
3364,Rev6,6,W116,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,2120.45,2163.25,2225.52,3513.1,True,True,False,False,0,0.0,
3365,Rev10,10,W117,PX-7500,CH-C,C1,Center,0.0,0.0,2148.12,2135.41,2083.77,3358.3,True,True,True,True,0,0.0,
3366,Rev10,10,W117,PX-7500,CH-C,MID-01,Mid,0.52,30.0,2168.16,2140.61,1954.59,3751.2,True,True,True,False,0,0.0,
3367,Rev10,10,W117,PX-7500,CH-C,MID-02,Mid,0.52,90.0,2134.13,2168.48,2029.5,3515.5,True,True,True,False,0,0.0,
3368,Rev10,10,W117,PX-7500,CH-C,MID-03,Mid,0.52,150.0,2159.64,2193.09,2081.77,3480.0,True,True,True,True,0,0.0,
3369,Rev10,10,W117,PX-7500,CH-C,MID-04,Mid,0.52,210.0,2164.71,2176.65,2095.12,3452.3,True,True,True,True,0,0.0,
3370,Rev10,10,W117,PX-7500,CH-C,MID-05,Mid,0.52,270.0,2152.82,2209.52,2130.9,3265.5,True,False,True,True,1,4.94,
3371,Rev10,10,W117,PX-7500,CH-C,MID-06,Mid,0.52,330.0,2195.0,2121.6,2091.9,3578.3,True,True,True,False,0,0.0,
3372,Rev10,10,W117,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,2135.32,2192.22,2074.93,3442.6,True,True,True,True,0,0.0,
3373,Rev10,10,W117,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,2227.71,2210.48,2027.44,3511.7,False,False,True,False,0,0.0,
