Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_A,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
3442,Base,0,W119,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,41.31,42.02,39.45,1688.2,False,False,True,True,1,3.21,
3443,Base,0,W119,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,42.11,41.38,39.8,1651.9,False,True,True,True,0,0.0,
3444,Base,0,W119,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,41.76,41.5,38.06,1695.0,False,True,True,True,0,0.0,
3445,Base,0,W119,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,41.79,43.01,38.32,1706.5,False,False,True,True,0,0.0,
3446,Base,0,W119,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,41.31,40.9,38.8,1720.9,False,True,True,True,0,0.0,
3447,Base,0,W119,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,40.75,42.43,38.52,1659.0,False,False,True,True,0,0.0,
3448,Base,0,W119,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,41.16,40.51,40.34,1554.7,False,True,True,False,1,6.48,
3449,Base,0,W119,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,41.98,42.82,39.36,1676.4,False,False,True,True,1,5.02,esc_temp_drift
3450,Base,0,W119,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,40.69,41.58,38.21,1714.3,False,True,True,True,1,4.83,polymer_residue
3451,Base,0,W119,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,41.99,41.01,39.54,1699.7,False,True,True,True,0,0.0,
3452,Rev3,3,W120,PX-7500,CH-D,C1,Center,0.0,0.0,38.86,41.44,37.58,1640.9,True,True,True,True,0,0.0,
3453,Rev3,3,W120,PX-7500,CH-D,MID-01,Mid,0.52,30.0,40.33,40.08,39.76,1679.7,True,True,True,True,0,0.0,
3454,Rev3,3,W120,PX-7500,CH-D,MID-02,Mid,0.52,90.0,40.47,40.71,36.22,1593.7,False,True,True,True,0,0.0,
3455,Rev3,3,W120,PX-7500,CH-D,MID-03,Mid,0.52,150.0,39.09,40.64,40.14,1603.5,True,True,True,True,1,4.94,polymer_residue
3456,Rev3,3,W120,PX-7500,CH-D,MID-04,Mid,0.52,210.0,40.29,41.28,40.9,1608.7,True,True,False,True,2,4.89,polymer_residue
3457,Rev3,3,W120,PX-7500,CH-D,MID-05,Mid,0.52,270.0,39.93,40.62,37.92,1606.9,True,True,True,True,0,0.0,
3458,Rev3,3,W120,PX-7500,CH-D,MID-06,Mid,0.52,330.0,39.95,41.77,39.06,1666.1,True,True,True,True,0,0.0,
3459,Rev3,3,W120,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,40.17,41.87,38.95,1696.5,True,True,True,True,0,0.0,
3460,Rev3,3,W120,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,40.44,42.08,38.21,1617.5,False,False,True,True,1,3.0,
3461,Rev3,3,W120,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,39.76,41.01,38.49,1646.8,True,True,True,True,0,0.0,
3462,Rev3,3,W120,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,41.51,40.46,41.14,1616.2,False,True,False,True,1,3.84,
3463,Rev3,3,W120,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,41.28,42.3,40.33,1664.9,False,False,True,True,1,5.51,
3464,Rev3,3,W120,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,40.03,41.12,38.03,1686.3,True,True,True,True,1,2.56,esc_temp_drift
3465,Rev3,3,W120,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,40.2,43.05,39.44,1735.2,True,False,True,True,0,0.0,
3466,Rev3,3,W120,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,40.45,42.77,42.69,1648.3,False,False,False,True,2,3.65,
3467,Rev3,3,W120,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,40.84,42.18,37.9,1683.7,False,False,True,True,0,0.0,
3468,Rev3,3,W120,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,40.29,40.48,39.94,1653.4,True,True,True,True,0,0.0,
3469,Rev3,3,W120,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,40.37,41.54,40.21,1652.0,True,True,True,True,0,0.0,
3470,Rev3,3,W120,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,41.47,42.12,37.7,1686.5,False,False,True,True,0,0.0,
3471,Rev3,3,W120,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,40.72,42.23,39.8,1784.1,False,False,True,False,0,0.0,
3472,Rev3,3,W120,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,41.45,42.36,39.21,1701.4,False,False,True,True,1,5.58,polymer_residue
3473,Rev3,3,W120,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,41.6,41.9,37.19,1607.0,False,True,True,True,0,0.0,
3474,Rev3,3,W120,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,40.68,40.73,40.94,1643.5,False,True,False,True,0,0.0,
3475,Rev3,3,W120,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,41.75,41.66,38.91,1678.0,False,True,True,True,5,25.39,polymer_residue
3476,Rev3,3,W120,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,40.49,41.15,39.56,1699.1,False,True,True,True,3,10.92,polymer_residue
3477,Rev3,3,W120,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,41.13,42.41,40.94,1707.4,False,False,False,True,0,0.0,
3478,Rev3,3,W120,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,41.84,40.96,38.5,1719.3,False,True,True,True,1,3.38,polymer_residue
3479,Rev3,3,W120,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,42.96,41.27,38.41,1609.0,False,True,True,True,1,3.4,pressure_spike
3480,Rev3,3,W120,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,41.38,42.03,41.08,1590.3,False,False,False,True,0,0.0,
3481,Rev5,5,W121,AE-3200,CH-B,C1,Center,0.0,0.0,38.41,39.59,36.15,1599.4,True,True,True,True,0,0.0,
3482,Rev5,5,W121,AE-3200,CH-B,MID-01,Mid,0.52,30.0,37.76,39.76,39.04,1640.6,True,True,True,True,0,0.0,
3483,Rev5,5,W121,AE-3200,CH-B,MID-02,Mid,0.52,90.0,39.27,39.2,37.15,1635.9,True,True,True,True,0,0.0,
3484,Rev5,5,W121,AE-3200,CH-B,MID-03,Mid,0.52,150.0,37.59,41.77,37.72,1676.2,True,True,True,True,0,0.0,
3485,Rev5,5,W121,AE-3200,CH-B,MID-04,Mid,0.52,210.0,38.93,39.79,37.53,1612.9,True,True,True,True,0,0.0,
3486,Rev5,5,W121,AE-3200,CH-B,MID-05,Mid,0.52,270.0,39.33,39.96,36.05,1623.1,True,True,True,True,0,0.0,
3487,Rev5,5,W121,AE-3200,CH-B,MID-06,Mid,0.52,330.0,38.73,41.19,39.06,1575.6,True,True,True,False,0,0.0,
3488,Rev5,5,W121,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,39.19,41.75,39.23,1665.2,True,True,True,True,0,0.0,
3489,Rev5,5,W121,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,40.4,39.35,39.37,1619.2,True,True,True,True,1,3.62,arc_event
3490,Rev5,5,W121,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,39.94,41.25,40.21,1674.4,True,True,True,True,0,0.0,
3491,Rev5,5,W121,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,39.72,41.16,39.2,1669.9,True,True,True,True,0,0.0,
3492,Rev5,5,W121,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,40.35,42.03,36.43,1606.5,True,False,True,True,0,0.0,
3493,Rev5,5,W121,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,40.29,40.56,36.85,1640.0,True,True,True,True,0,0.0,
3494,Rev5,5,W121,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,41.13,41.14,40.04,1747.8,False,True,True,True,0,0.0,
3495,Rev5,5,W121,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,39.11,39.13,36.77,1707.3,True,True,True,True,1,4.67,
3496,Rev5,5,W121,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,39.79,41.53,35.91,1699.9,True,True,True,True,0,0.0,
3497,Rev5,5,W121,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,39.15,40.67,38.38,1684.5,True,True,True,True,0,0.0,
3498,Rev5,5,W121,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,39.39,40.89,38.27,1633.1,True,True,True,True,0,0.0,
3499,Rev5,5,W121,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,40.63,40.89,38.68,1517.0,False,True,True,False,0,0.0,
3500,Rev5,5,W121,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,40.48,42.0,39.72,1658.7,False,False,True,True,1,2.29,
3501,Rev5,5,W121,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,39.85,39.23,38.41,1693.7,True,True,True,True,1,5.27,polymer_residue
3502,Rev5,5,W121,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,40.09,39.33,38.94,1630.7,True,True,True,True,2,6.63,pressure_spike
3503,Rev5,5,W121,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,40.23,40.48,39.47,1669.4,True,True,True,True,0,0.0,
3504,Rev5,5,W121,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,40.92,40.18,40.06,1743.8,False,True,True,True,1,3.39,polymer_residue
3505,Rev5,5,W121,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,40.4,42.92,39.25,1707.9,False,False,True,True,1,3.22,esc_temp_drift
3506,Rev5,5,W121,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,39.65,39.61,40.46,1648.3,True,True,False,True,0,0.0,
3507,Rev5,5,W121,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,40.65,41.16,38.97,1679.9,False,True,True,True,0,0.0,
3508,Rev5,5,W121,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,40.29,40.94,39.15,1687.3,True,True,True,True,0,0.0,
3509,Rev5,5,W121,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,40.96,42.06,39.07,1655.6,False,False,True,True,1,5.68,pressure_spike
3510,Rev4,4,W122,AE-3200,CH-A,C1,Center,0.0,0.0,38.4,39.98,35.18,1624.7,True,True,True,True,0,0.0,
3511,Rev4,4,W122,AE-3200,CH-A,MID-01,Mid,0.52,30.0,41.02,41.43,41.04,1659.0,False,True,False,True,0,0.0,
3512,Rev4,4,W122,AE-3200,CH-A,MID-02,Mid,0.52,90.0,40.16,40.53,36.05,1702.0,True,True,True,True,0,0.0,
3513,Rev4,4,W122,AE-3200,CH-A,MID-03,Mid,0.52,150.0,40.3,39.03,38.98,1651.3,True,True,True,True,0,0.0,
3514,Rev4,4,W122,AE-3200,CH-A,MID-04,Mid,0.52,210.0,39.68,40.84,37.66,1737.5,True,True,True,True,0,0.0,
3515,Rev4,4,W122,AE-3200,CH-A,MID-05,Mid,0.52,270.0,40.33,40.46,34.44,1742.7,True,True,True,True,0,0.0,
3516,Rev4,4,W122,AE-3200,CH-A,MID-06,Mid,0.52,330.0,40.65,40.3,34.21,1717.9,False,True,True,True,0,0.0,
3517,Rev4,4,W122,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,40.13,41.54,37.3,1696.0,True,True,True,True,2,5.53,polymer_residue
3518,Rev4,4,W122,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,41.0,40.32,35.17,1769.5,False,True,True,False,2,8.42,
3519,Rev4,4,W122,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,40.8,41.84,38.18,1717.7,False,True,True,True,1,2.96,polymer_residue
3520,Rev4,4,W122,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,41.3,42.35,36.62,1728.1,False,False,True,True,1,1.84,endpoint_late
3521,Rev4,4,W122,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,41.14,41.35,36.7,1819.7,False,True,True,False,1,1.89,
3522,Rev4,4,W122,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,40.65,40.81,38.31,1723.8,False,True,True,True,0,0.0,
3523,Rev4,4,W122,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,41.19,41.44,38.45,1730.8,False,True,True,True,0,0.0,
3524,Rev4,4,W122,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,41.28,42.78,37.79,1772.8,False,False,True,False,1,3.7,polymer_residue
3525,Rev4,4,W122,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,41.82,41.24,37.85,1661.5,False,True,True,True,1,2.54,polymer_residue
3526,Rev4,4,W122,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,41.37,40.47,35.92,1753.6,False,True,True,True,0,0.0,
3527,Rev4,4,W122,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,40.26,41.74,36.37,1685.5,True,True,True,True,2,8.81,polymer_residue
3528,Rev4,4,W122,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,42.0,43.18,39.12,1750.5,False,False,True,True,1,6.27,
3529,Rev4,4,W122,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,41.85,42.89,36.89,1754.1,False,False,True,True,2,11.48,
3530,Rev4,4,W122,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,41.02,43.86,38.28,1752.1,False,False,True,True,1,3.46,pressure_spike
3531,Rev4,4,W122,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,41.82,42.26,36.68,1741.9,False,False,True,True,0,0.0,
3532,Rev4,4,W122,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,40.89,42.18,38.77,1712.5,False,False,True,True,2,7.8,polymer_residue
3533,Rev4,4,W122,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,41.07,41.26,39.79,1724.1,False,True,True,True,0,0.0,
3534,Rev4,4,W122,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,41.41,41.1,40.08,1686.8,False,True,True,True,2,8.27,
3535,Rev4,4,W122,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,40.68,41.36,38.61,1784.5,False,True,True,False,1,2.93,endpoint_late
3536,Rev4,4,W122,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,41.63,41.3,37.34,1683.2,False,True,True,True,1,5.9,polymer_residue
3537,Rev4,4,W122,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,41.35,41.59,39.35,1781.1,False,True,True,False,0,0.0,
3538,Rev4,4,W122,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,42.09,42.98,40.23,1686.7,False,False,True,True,0,0.0,
3539,Rev4,4,W123,AE-3200,CH-A,C1,Center,0.0,0.0,38.75,40.25,36.85,1663.7,True,True,True,True,0,0.0,
3540,Rev4,4,W123,AE-3200,CH-A,MID-01,Mid,0.52,30.0,39.46,40.03,37.08,1672.3,True,True,True,True,0,0.0,
3541,Rev4,4,W123,AE-3200,CH-A,MID-02,Mid,0.52,90.0,39.87,41.83,39.0,1706.6,True,True,True,True,0,0.0,
3542,Rev4,4,W123,AE-3200,CH-A,MID-03,Mid,0.52,150.0,40.27,40.67,36.39,1579.0,True,True,True,False,0,0.0,
3543,Rev4,4,W123,AE-3200,CH-A,MID-04,Mid,0.52,210.0,39.36,40.82,39.03,1664.8,True,True,True,True,0,0.0,
3544,Rev4,4,W123,AE-3200,CH-A,MID-05,Mid,0.52,270.0,39.85,41.27,37.96,1628.4,True,True,True,True,0,0.0,
3545,Rev4,4,W123,AE-3200,CH-A,MID-06,Mid,0.52,330.0,39.29,40.75,35.89,1602.0,True,True,True,True,0,0.0,
3546,Rev4,4,W123,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,39.85,42.04,37.03,1656.6,True,False,True,True,0,0.0,
3547,Rev4,4,W123,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,40.0,41.19,39.61,1727.7,True,True,True,True,1,1.96,
3548,Rev4,4,W123,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,39.87,42.16,38.84,1734.8,True,False,True,True,0,0.0,
3549,Rev4,4,W123,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,40.89,42.6,39.6,1657.1,False,False,True,True,0,0.0,
3550,Rev4,4,W123,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,39.7,41.65,39.37,1763.1,True,True,True,False,0,0.0,
3551,Rev4,4,W123,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,40.16,41.02,41.42,1708.8,True,True,False,True,0,0.0,
3552,Rev4,4,W123,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,40.8,41.96,40.0,1757.5,False,True,True,True,0,0.0,
3553,Rev4,4,W123,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,40.35,41.54,36.8,1713.7,True,True,True,True,0,0.0,
3554,Rev4,4,W123,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,39.84,40.78,41.66,1621.9,True,True,False,True,0,0.0,
3555,Rev4,4,W123,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,41.98,40.78,37.73,1736.1,False,True,True,True,0,0.0,
3556,Rev4,4,W123,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,40.79,41.31,40.46,1721.1,False,True,False,True,0,0.0,
3557,Rev4,4,W123,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,40.96,41.46,38.69,1739.5,False,True,True,True,1,1.88,polymer_residue
3558,Rev4,4,W123,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,41.3,42.45,37.58,1739.3,False,False,True,True,1,3.28,polymer_residue
3559,Rev4,4,W123,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,41.04,42.23,39.73,1758.0,False,False,True,True,3,13.24,polymer_residue
3560,Rev4,4,W123,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,40.34,42.01,38.4,1709.1,True,False,True,True,2,5.5,esc_temp_drift
3561,Rev4,4,W123,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,40.99,41.53,41.71,1748.9,False,True,False,True,0,0.0,
3562,Rev4,4,W123,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,40.83,42.41,39.23,1670.5,False,False,True,True,1,3.54,
3563,Rev4,4,W123,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,40.75,41.26,36.25,1723.1,False,True,True,True,0,0.0,
3564,Rev4,4,W123,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,41.11,43.12,39.74,1667.6,False,False,True,True,1,2.52,
3565,Rev4,4,W123,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,40.77,41.25,38.2,1746.9,False,True,True,True,0,0.0,
3566,Rev4,4,W123,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,41.55,40.96,37.99,1751.1,False,True,True,True,2,12.63,endpoint_late
3567,Rev4,4,W123,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,40.85,41.86,39.08,1677.1,False,True,True,True,2,3.69,polymer_residue
3568,Rev6,6,W124,PX-7500,CH-C,C1,Center,0.0,0.0,36.54,38.37,31.01,1632.3,False,True,False,True,1,5.06,
3569,Rev6,6,W124,PX-7500,CH-C,MID-01,Mid,0.52,30.0,38.54,39.6,36.87,1671.2,True,True,True,True,1,3.42,arc_event
3570,Rev6,6,W124,PX-7500,CH-C,MID-02,Mid,0.52,90.0,36.83,39.62,34.59,1685.3,True,True,True,True,0,0.0,
3571,Rev6,6,W124,PX-7500,CH-C,MID-03,Mid,0.52,150.0,38.38,40.22,36.81,1593.7,True,True,True,True,0,0.0,
3572,Rev6,6,W124,PX-7500,CH-C,MID-04,Mid,0.52,210.0,37.89,40.86,36.77,1662.5,True,True,True,True,0,0.0,
3573,Rev6,6,W124,PX-7500,CH-C,MID-05,Mid,0.52,270.0,37.74,40.32,35.16,1746.1,True,True,True,True,1,3.33,polymer_residue
3574,Rev6,6,W124,PX-7500,CH-C,MID-06,Mid,0.52,330.0,36.67,39.99,33.91,1687.6,True,True,False,True,0,0.0,
3575,Rev6,6,W124,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,39.58,40.56,35.58,1643.1,True,True,True,True,0,0.0,
3576,Rev6,6,W124,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,38.89,41.21,36.46,1673.9,True,True,True,True,0,0.0,
3577,Rev6,6,W124,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,38.46,40.13,34.92,1664.3,True,True,True,True,0,0.0,
3578,Rev6,6,W124,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,38.19,40.0,36.27,1661.6,True,True,True,True,2,7.56,
3579,Rev6,6,W124,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,38.53,38.83,37.99,1803.0,True,True,True,False,0,0.0,
3580,Rev6,6,W124,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,39.03,42.13,37.57,1695.5,True,False,True,True,1,5.08,arc_event
3581,Rev6,6,W124,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,38.43,39.99,35.65,1654.2,True,True,True,True,0,0.0,
3582,Rev6,6,W124,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,37.49,40.51,32.01,1799.5,True,True,False,False,0,0.0,
3583,Rev6,6,W124,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,37.49,40.05,33.79,1621.8,True,True,False,True,1,4.14,esc_temp_drift
3584,Rev6,6,W124,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,38.05,40.11,35.16,1718.6,True,True,True,True,1,3.56,polymer_residue
3585,Rev6,6,W124,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,37.88,40.93,35.81,1712.0,True,True,True,True,1,4.84,
3586,Rev6,6,W124,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,38.05,40.69,37.19,1763.8,True,True,True,False,0,0.0,
3587,Rev6,6,W124,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,38.61,40.45,34.95,1682.8,True,True,True,True,1,2.51,polymer_residue
3588,Rev6,6,W124,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,39.13,40.91,31.75,1669.6,True,True,False,True,1,2.14,polymer_residue
3589,Rev6,6,W124,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,38.89,41.11,38.15,1691.9,True,True,True,True,0,0.0,
3590,Rev6,6,W124,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,39.22,42.62,38.63,1644.0,True,False,True,True,0,0.0,
3591,Rev6,6,W124,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,38.87,40.39,38.12,1738.5,True,True,True,True,0,0.0,
3592,Rev6,6,W124,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,39.17,40.03,36.76,1755.1,True,True,True,True,2,12.54,pressure_spike
3593,Rev6,6,W124,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,39.41,39.19,35.22,1666.6,True,True,True,True,0,0.0,
3594,Rev6,6,W124,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,38.82,40.38,34.72,1674.4,True,True,True,True,0,0.0,
3595,Rev6,6,W124,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,38.25,39.84,33.99,1665.0,True,True,False,True,1,2.01,polymer_residue
3596,Rev6,6,W124,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,39.19,40.07,35.59,1737.8,True,True,True,True,1,2.25,polymer_residue
3597,Rev8,8,W125,AE-3200,CH-A,C1,Center,0.0,0.0,36.85,39.22,37.43,1696.5,True,True,True,True,0,0.0,
3598,Rev8,8,W125,AE-3200,CH-A,MID-01,Mid,0.52,30.0,37.56,39.33,35.68,1708.2,True,True,True,True,0,0.0,
3599,Rev8,8,W125,AE-3200,CH-A,MID-02,Mid,0.52,90.0,37.73,39.53,36.47,1777.3,True,True,True,False,0,0.0,
3600,Rev8,8,W125,AE-3200,CH-A,MID-03,Mid,0.52,150.0,38.32,40.53,36.75,1768.0,True,True,True,False,0,0.0,
3601,Rev8,8,W125,AE-3200,CH-A,MID-04,Mid,0.52,210.0,38.6,39.05,37.83,1760.1,True,True,True,False,0,0.0,
3602,Rev8,8,W125,AE-3200,CH-A,MID-05,Mid,0.52,270.0,38.32,40.81,34.67,1779.0,True,True,True,False,0,0.0,
3603,Rev8,8,W125,AE-3200,CH-A,MID-06,Mid,0.52,330.0,37.35,41.23,36.89,1779.2,True,True,True,False,0,0.0,
3604,Rev8,8,W125,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,39.51,40.42,36.71,1759.8,True,True,True,True,0,0.0,
3605,Rev8,8,W125,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,38.52,40.26,39.92,1828.9,True,True,True,False,1,5.69,esc_temp_drift
3606,Rev8,8,W125,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,38.37,41.99,36.46,1859.0,True,True,True,False,0,0.0,
3607,Rev8,8,W125,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,38.81,39.09,36.43,1778.2,True,True,True,False,0,0.0,
3608,Rev8,8,W125,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,41.43,40.42,38.04,1730.5,False,True,True,True,0,0.0,
3609,Rev8,8,W125,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,39.11,39.7,38.55,1784.2,True,True,True,False,0,0.0,
3610,Rev8,8,W125,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,39.09,39.31,40.43,1820.7,True,True,False,False,0,0.0,
3611,Rev8,8,W125,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,37.91,39.59,36.93,1743.7,True,True,True,True,0,0.0,
3612,Rev8,8,W125,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,38.06,40.55,37.08,1804.3,True,True,True,False,0,0.0,
3613,Rev8,8,W125,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,39.24,41.37,38.69,1714.7,True,True,True,True,1,2.03,pressure_spike
3614,Rev8,8,W125,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,39.23,40.05,39.03,1740.2,True,True,True,True,1,1.81,
3615,Rev8,8,W125,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,39.59,39.99,38.38,1815.8,True,True,True,False,1,4.61,esc_temp_drift
3616,Rev8,8,W125,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,39.53,41.23,39.84,1791.7,True,True,True,False,1,3.41,polymer_residue
3617,Rev8,8,W125,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,39.32,41.45,39.52,1808.2,True,True,True,False,1,4.72,
3618,Rev8,8,W125,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,39.35,40.05,37.18,1802.6,True,True,True,False,0,0.0,
3619,Rev8,8,W125,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,38.8,40.36,38.37,1766.3,True,True,True,False,0,0.0,
3620,Rev8,8,W125,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,39.53,41.8,39.94,1769.0,True,True,True,False,1,3.27,
3621,Rev8,8,W125,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,40.18,40.65,38.33,1875.3,True,True,True,False,1,2.17,
