Wafer_ID,Lot_ID,Slot,fin_width_nm,fin_height_nm,gate_length_nm,gate_ox_thk_nm,hk_thk_nm,sd_epi_thk_nm,contact_cd_nm,m1_width_nm,m1_space_nm,via_cd_nm,vt_n_V,vt_p_V,idsat_uA_um,ss_mV_dec,fin_width_nm__in_spec,fin_height_nm__in_spec,gate_length_nm__in_spec,gate_ox_thk_nm__in_spec,hk_thk_nm__in_spec,sd_epi_thk_nm__in_spec,contact_cd_nm__in_spec,m1_width_nm__in_spec,m1_space_nm__in_spec,via_cd_nm__in_spec,vt_n_V__in_spec,vt_p_V__in_spec,idsat_uA_um__in_spec,ss_mV_dec__in_spec,fail_count,overall_pass,fail_mode
RL022W13,RL022,13,5.18001,53.08681,15.88694,1.07206,1.52917,12.89033,14.80304,19.46844,19.76556,18.24241,0.22785,-0.24649,943.07669,66.42649,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W14,RL022,14,5.36257,52.67568,16.25551,0.99872,1.57247,12.77821,15.43492,19.69072,18.97048,17.33518,0.24189,-0.26406,896.86546,65.37119,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W15,RL022,15,5.50294,54.53345,16.0798,1.07034,1.69004,13.12928,15.37383,18.97209,19.10811,17.3104,0.24193,-0.25227,951.22984,65.22061,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W16,RL022,16,5.28838,54.6036,15.83998,1.05713,1.71939,12.5389,15.66786,19.91761,18.5566,18.15062,0.2489,-0.24824,916.80032,66.47549,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W17,RL022,17,5.77645,53.36032,15.96339,1.00196,1.627,13.11309,15.16739,18.09653,19.73196,18.56588,0.22257,-0.23969,916.53752,64.01004,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W18,RL022,18,5.61088,55.67483,16.33176,1.04293,1.63941,13.42226,15.94942,18.23368,19.74015,17.85341,0.25112,-0.24774,933.99617,64.73607,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W19,RL022,19,5.56466,55.02237,16.21064,1.05622,1.63723,13.51062,15.43434,18.47211,18.11619,17.8947,0.24762,-0.27094,896.6147,65.61008,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W20,RL022,20,5.95744,53.00485,15.89156,1.08984,1.72145,13.54892,14.82329,18.95848,18.81999,18.19547,0.24567,-0.25292,918.84713,64.48959,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W21,RL022,21,5.35452,52.6694,15.90816,1.07022,1.73291,12.99525,15.40706,18.79033,18.86448,17.83,0.2412,-0.24587,929.72046,66.13461,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W22,RL022,22,5.45286,54.67928,17.13851,1.00853,1.60073,13.26588,14.42971,18.83623,18.77624,17.16038,0.25227,-0.2608,926.67709,65.91268,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W23,RL022,23,5.1469,53.44756,15.84977,1.05427,1.72114,12.93297,15.26717,19.80856,18.73181,16.99204,0.23058,-0.26341,921.89884,65.66341,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL022W24,RL022,24,6.0871,52.89248,16.581,1.0349,1.53401,12.41463,15.57555,19.13605,18.57837,17.50486,0.23862,-0.26649,930.53855,66.87506,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL022W25,RL022,25,5.45751,52.69123,15.52499,1.04622,1.56167,13.3889,15.36515,18.57433,19.3917,17.53085,0.24566,-0.25205,928.63322,65.67465,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W01,RL023,1,5.62704,52.80268,15.70964,1.13178,1.75294,12.48377,15.58675,18.74738,18.11875,16.6666,0.26259,-0.27097,893.43211,65.12644,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Contact Open
RL023W02,RL023,2,5.96915,54.99435,16.55197,1.03411,1.71707,12.10352,15.20996,18.59833,17.86058,17.98451,0.26139,-0.27876,880.7156,68.73911,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Junction Leak
RL023W03,RL023,3,5.88194,57.30287,15.92153,1.06577,1.70306,12.31977,15.55963,19.04198,19.35898,18.13472,0.25074,-0.27321,871.62264,66.16664,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W04,RL023,4,5.57519,55.92503,16.24211,1.0337,1.61517,13.30174,15.91,19.40364,18.65355,16.82821,0.23442,-0.25478,956.65021,65.06683,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W05,RL023,5,5.45748,54.83327,15.99534,1.07055,1.61632,12.80374,15.76381,20.01624,17.84357,17.5045,0.24908,-0.23751,951.2539,69.00022,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W06,RL023,6,5.4104,53.67518,15.9713,1.0003,1.60086,13.50212,15.96994,18.79676,18.87848,18.20475,0.24835,-0.24064,922.42445,64.7176,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W07,RL023,7,5.53245,52.30359,16.12928,1.11914,1.62295,13.68033,14.74413,19.43209,17.66392,18.01149,0.25487,-0.25835,856.57853,67.33061,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Wear-out
RL023W08,RL023,8,5.6286,53.65682,16.17518,1.13825,1.67478,12.85026,14.95838,18.25513,18.47129,17.14338,0.24951,-0.25937,915.60171,70.66056,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Metal Migration
RL023W09,RL023,9,5.52946,54.92722,16.12597,1.05652,1.75854,13.71982,15.04486,19.35459,19.79806,17.21111,0.24193,-0.26457,939.85934,66.96421,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W10,RL023,10,5.78592,54.42266,16.21959,1.06003,1.74664,12.36152,15.27688,19.46458,19.72866,18.548,0.24184,-0.24951,936.01147,66.97419,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Junction Leak
RL023W11,RL023,11,5.69816,55.20557,16.56905,1.06921,1.6559,12.76846,15.30053,18.28575,19.33805,17.7017,0.24464,-0.25319,948.51231,66.48231,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W12,RL023,12,5.80888,56.71809,16.82882,1.06074,1.65382,12.55559,16.10118,18.55006,18.88199,16.96486,0.24851,-0.25261,908.39563,67.95393,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL023W13,RL023,13,5.96724,53.50674,16.03063,1.11155,1.66959,13.47858,16.12743,18.89851,20.05451,18.12529,0.24165,-0.27097,917.74564,66.82356,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W14,RL023,14,5.81478,55.02169,15.56009,1.03091,1.69307,12.05172,16.11442,19.15479,19.96952,17.62617,0.24662,-0.25932,886.72017,67.09559,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Metal Migration
RL023W15,RL023,15,5.51962,51.86049,15.95224,1.05872,1.72041,13.34104,15.35162,19.92078,19.81107,17.97414,0.27502,-0.26008,940.39335,66.56962,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL023W16,RL023,16,5.77043,51.63448,15.27153,1.05193,1.73433,14.02268,15.50763,18.67283,18.56713,16.86178,0.2487,-0.25269,937.30877,66.26892,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W17,RL023,17,5.53961,53.50912,16.00724,1.09204,1.67695,13.04797,15.4841,18.17352,19.4771,17.75499,0.24319,-0.25839,908.18662,68.46737,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W18,RL023,18,5.91466,53.90042,16.85193,1.06822,1.73139,12.98874,14.99199,20.44335,19.23743,17.23807,0.2514,-0.25876,896.02472,65.54506,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W19,RL023,19,5.8953,56.45024,15.97606,1.02383,1.52134,13.92344,15.56347,18.63091,18.99342,16.9994,0.24333,-0.25142,903.61185,64.83582,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W20,RL023,20,5.66634,55.60923,16.20662,1.13294,1.63415,13.81133,15.31645,19.54489,18.93153,17.91919,0.24287,-0.26233,940.90403,64.72263,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W21,RL023,21,5.26244,54.05969,16.2922,1.04241,1.6537,12.52997,15.0424,17.33367,20.17726,17.24941,0.25823,-0.26583,924.69195,65.40701,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W22,RL023,22,5.55861,52.41654,15.60319,1.10089,1.64928,12.73008,15.7648,18.7358,18.74453,16.66948,0.23244,-0.27396,945.93752,63.28025,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W23,RL023,23,5.9602,53.85105,16.29575,1.08636,1.61725,13.63215,15.19386,18.82898,18.85168,17.65608,0.26046,-0.26081,877.90901,67.69474,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL023W24,RL023,24,5.58488,56.43976,16.42436,1.06043,1.64211,12.07268,16.64457,19.74431,19.32497,18.66238,0.26252,-0.25957,913.86737,69.22738,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL023W25,RL023,25,5.79426,55.59411,15.9089,1.17437,1.6999,11.87871,16.24972,18.81404,18.55258,17.22307,0.2652,-0.26072,889.04443,67.42218,True,True,True,False,True,True,True,True,True,True,True,True,True,True,3,False,Metal Migration
RL024W01,RL024,1,5.6823,54.62171,16.03745,1.08866,1.69967,12.22976,16.20879,19.59304,18.43722,17.09244,0.24719,-0.26377,830.23918,66.61557,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W02,RL024,2,5.46752,54.91593,16.14065,1.17148,1.65115,13.01205,16.20958,18.27224,18.5767,16.79892,0.28012,-0.27358,905.36157,66.20532,True,True,True,False,True,True,True,True,True,True,False,True,True,True,2,False,Metal Migration
RL024W03,RL024,3,5.82313,55.44346,16.47556,1.08477,1.6703,13.50299,16.53014,19.72674,19.53967,17.12194,0.25425,-0.26614,894.17254,65.23663,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W04,RL024,4,5.51273,57.22658,16.65726,1.1121,1.82178,12.60929,15.69997,18.7781,19.20539,17.51878,0.27236,-0.24738,845.86378,65.12499,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Metal Migration
RL024W05,RL024,5,5.561,52.33046,16.11205,1.1282,1.72865,12.48736,15.2107,18.65575,18.77848,17.75776,0.24215,-0.2474,936.85542,68.04292,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W06,RL024,6,5.39927,54.50155,16.5339,1.00675,1.7076,12.48938,15.44311,18.93743,19.07927,17.59036,0.24595,-0.24418,932.20884,67.47959,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W07,RL024,7,5.71731,53.65914,15.82879,1.1083,1.76,12.4596,15.86617,19.29711,18.92964,17.08842,0.25184,-0.2576,889.54679,71.92201,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Contact Open
RL024W08,RL024,8,5.52639,52.07766,15.8042,1.09212,1.57568,12.16873,15.05494,19.17519,19.28009,18.03327,0.24411,-0.25679,878.89746,68.46096,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W09,RL024,9,5.22041,55.21903,16.06555,1.08022,1.62567,12.28441,15.56061,18.86262,18.98196,18.26023,0.25571,-0.25428,883.80208,64.77627,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W10,RL024,10,5.69475,55.32476,15.91101,1.00621,1.58675,13.19936,16.17835,18.52114,19.46523,16.78443,0.2564,-0.2633,893.90142,67.60737,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W11,RL024,11,5.66615,53.94116,15.61743,1.07341,1.70741,12.87531,16.18041,19.42739,19.59745,17.67037,0.23716,-0.24777,894.46236,64.33489,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL024W12,RL024,12,5.51703,52.8203,16.2399,1.06825,1.64972,12.60849,14.98571,18.94733,18.53332,17.89519,0.25212,-0.27116,898.38284,66.10619,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W13,RL024,13,5.18595,55.24826,16.3268,1.10045,1.66862,12.84807,15.57603,19.20527,18.85202,17.31671,0.25439,-0.25262,941.96415,66.39038,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W14,RL024,14,5.47397,53.67946,15.20042,1.12556,1.56731,13.81471,15.30656,18.19799,18.64252,17.79227,0.2603,-0.25044,938.92567,66.22941,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL024W15,RL024,15,5.50048,54.84776,16.20771,1.08758,1.69403,12.88412,16.04331,18.15335,18.36128,17.14485,0.2492,-0.23884,929.83408,68.52319,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W16,RL024,16,5.63794,52.35189,16.90718,1.09266,1.6404,12.81507,14.99885,19.60689,18.64824,17.36524,0.24038,-0.24941,903.7281,66.44325,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W17,RL024,17,6.24602,53.85267,16.56146,1.05515,1.68132,12.79028,15.09957,18.8762,18.50716,17.58819,0.25469,-0.2438,932.44361,64.23092,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL024W18,RL024,18,5.48499,55.20271,15.43195,1.04785,1.67161,13.46597,15.36151,18.04135,18.63634,17.05558,0.23996,-0.26398,903.53064,65.73448,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W19,RL024,19,5.58958,55.52794,16.24943,1.08718,1.67768,13.40734,15.89213,18.89972,20.04554,17.43723,0.23271,-0.26161,946.61579,68.54074,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W20,RL024,20,6.03751,53.94858,17.32191,1.17226,1.75242,12.80353,15.96924,20.20184,18.0696,17.19418,0.26306,-0.27323,889.70743,69.12744,True,True,True,False,True,True,True,True,True,True,True,True,True,True,4,False,Fin Collapse
RL024W21,RL024,21,5.59557,54.16498,16.2869,1.0777,1.68413,13.04486,15.43108,18.68548,19.1956,17.31081,0.25571,-0.25535,897.24699,65.81524,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W22,RL024,22,5.71816,56.87604,16.60768,1.15159,1.67373,12.42838,15.667,19.23089,19.64014,17.81884,0.24769,-0.24828,947.06866,64.26905,True,True,True,False,True,True,True,True,True,True,True,True,True,True,2,False,Contact Open
RL024W23,RL024,23,5.55161,53.90184,16.69807,1.03322,1.54492,14.19104,15.52125,18.65361,20.3723,18.10808,0.24295,-0.25145,865.20116,65.05732,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL024W24,RL024,24,5.17983,58.48125,16.62253,1.09249,1.75626,13.1572,16.22699,18.10106,19.08763,17.18654,0.26882,-0.26624,908.18977,68.15854,True,False,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL024W25,RL024,25,5.82238,54.41604,15.96891,1.03803,1.72289,12.88349,15.48985,19.41096,19.07371,17.95069,0.24532,-0.26353,887.8721,64.91694,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W01,RL025,1,5.93417,53.44727,15.98604,1.18978,1.66507,13.00222,15.86441,17.98372,19.54356,17.72738,0.25908,-0.27156,906.17879,69.22075,True,True,True,False,True,True,True,True,True,True,True,True,True,True,1,False,Wear-out
RL025W02,RL025,2,5.64458,55.73846,16.51083,1.12911,1.5765,12.56779,15.27369,18.76687,17.8736,17.27033,0.25394,-0.26644,864.6264,67.88676,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL025W03,RL025,3,5.43182,54.93131,15.44949,1.0436,1.6475,12.44448,15.75103,18.47205,18.73088,18.32737,0.24829,-0.24898,917.27408,68.22463,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W04,RL025,4,5.74014,54.21011,16.28877,1.10143,1.78803,12.8766,15.9278,18.4191,17.77304,17.69865,0.26137,-0.25744,910.95817,64.41614,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL025W05,RL025,5,5.41514,54.24611,15.66001,0.98808,1.73031,12.57977,15.49126,18.05112,17.61118,17.11338,0.24981,-0.25171,919.57535,64.83619,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Fin Collapse
RL025W06,RL025,6,5.52782,53.28674,16.05096,1.0774,1.79737,13.0231,15.78367,18.66286,18.83808,16.98024,0.26067,-0.24823,839.16368,67.05772,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W07,RL025,7,5.77573,52.03395,16.01213,1.09797,1.63311,12.73606,14.47752,19.35653,19.20955,17.51591,0.22256,-0.2502,924.70139,65.19232,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W08,RL025,8,5.29704,53.75024,15.7017,1.06565,1.56879,12.87489,15.91024,19.37085,19.92203,17.49478,0.23176,-0.25695,963.90858,68.22958,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W09,RL025,9,5.71339,52.9797,16.2538,1.08768,1.71322,12.89082,15.64754,19.83526,18.47697,17.2858,0.24457,-0.24288,912.11318,65.16507,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W10,RL025,10,5.19865,52.29302,15.61355,1.05726,1.62745,13.13438,15.09986,18.47632,19.49375,17.44457,0.25968,-0.24192,897.97294,68.57309,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W11,RL025,11,5.66413,53.40064,16.21338,1.11138,1.72067,12.91198,14.96084,18.90143,18.58911,18.07239,0.26055,-0.25205,881.3822,64.78488,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W12,RL025,12,5.97901,55.89167,15.37012,1.00741,1.78506,13.53626,16.17932,18.07023,19.45968,16.84604,0.243,-0.25821,922.59163,65.64474,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W13,RL025,13,5.31679,55.49209,16.11605,0.99013,1.61316,12.80102,15.6972,20.18829,19.04581,17.26354,0.21992,-0.24591,933.34635,67.04354,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W14,RL025,14,5.56548,54.93732,15.35535,1.08613,1.63799,13.09102,15.46896,18.81841,19.26059,17.63095,0.2402,-0.26188,896.94016,67.15266,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W15,RL025,15,5.07409,53.63542,16.26017,1.08752,1.68762,13.30874,15.02898,18.49164,19.07307,17.83274,0.24443,-0.264,931.42354,66.31534,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W16,RL025,16,5.49755,53.55306,16.05384,1.06273,1.62697,12.65445,15.78382,18.23985,18.57498,17.17812,0.2511,-0.26561,961.44381,67.99673,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W17,RL025,17,5.71151,54.75907,16.12635,1.07687,1.69015,12.90555,16.41685,19.11181,18.81537,17.93727,0.22777,-0.25916,899.26576,65.34099,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W18,RL025,18,5.85767,52.7892,16.6811,1.07002,1.6169,11.74751,15.87023,18.66868,19.23751,17.38454,0.24889,-0.25869,908.61493,65.46384,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W19,RL025,19,5.57603,53.74231,15.49052,1.0572,1.60393,13.89841,15.5086,19.03274,19.93946,17.68482,0.22534,-0.25624,984.40288,70.7456,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W20,RL025,20,5.48368,53.17594,15.74368,1.06315,1.70012,12.26061,16.22325,19.20976,18.47158,17.19868,0.24508,-0.23675,904.25018,67.19793,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W21,RL025,21,5.52665,55.30335,15.73111,1.05295,1.65831,12.91092,14.74817,19.18283,18.50263,16.62084,0.24378,-0.24621,915.43481,65.57398,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W22,RL025,22,5.00772,55.00208,16.14376,1.03555,1.67051,14.02785,15.30904,19.3522,18.82456,18.13603,0.25935,-0.24263,915.22319,65.30438,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W23,RL025,23,5.33076,53.94281,16.30403,1.08462,1.69592,13.08809,15.88336,19.15575,18.54884,18.0824,0.26439,-0.25327,873.78152,66.0379,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL025W24,RL025,24,5.71432,55.14886,16.41114,1.11509,1.81498,13.44576,16.47564,19.32663,19.4501,16.23615,0.24862,-0.28479,896.72734,67.0494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Vt Shift
RL025W25,RL025,25,5.95489,55.22004,16.31261,1.12716,1.73199,12.69803,16.01908,19.3316,17.86585,18.52881,0.24933,-0.2604,934.72411,69.56803,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W01,RL026,1,5.57248,54.67717,16.74413,1.06122,1.72939,12.06731,14.8328,18.08435,17.72376,18.1183,0.26454,-0.27937,939.6209,68.0484,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W02,RL026,2,5.62946,55.11007,15.82247,1.01332,1.63019,13.36383,15.4954,19.77292,18.55652,17.70567,0.24815,-0.26183,924.20835,65.61862,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W03,RL026,3,5.4177,53.74984,15.83038,1.07428,1.60121,12.1363,15.70867,18.21979,17.88938,17.57284,0.24542,-0.24937,905.43709,69.16575,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W04,RL026,4,5.46383,53.01106,16.41082,1.00157,1.69209,12.40374,15.00659,17.70495,19.08865,17.48807,0.24778,-0.25561,964.08943,67.99238,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W05,RL026,5,6.10638,52.35168,16.00494,0.99931,1.75964,12.69478,16.17366,19.03911,18.15181,17.39193,0.255,-0.24616,950.31286,65.7561,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W06,RL026,6,5.58405,53.0219,15.70692,0.99792,1.67452,13.23164,15.51548,19.25255,18.71214,18.02058,0.25598,-0.24993,903.15455,63.66291,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W07,RL026,7,5.5805,54.62116,16.04564,0.95996,1.71416,12.94717,15.62866,18.80885,18.82062,17.69128,0.24639,-0.2613,950.44744,62.09319,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W08,RL026,8,5.33776,53.12989,15.71959,1.02377,1.66581,13.06217,15.55107,18.73817,18.27212,17.71899,0.23785,-0.26083,928.68123,62.97916,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W09,RL026,9,5.25484,54.35118,16.00365,0.98726,1.61658,12.98744,15.63691,19.3277,19.07349,17.4522,0.2311,-0.23976,901.54828,61.22086,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W10,RL026,10,5.39461,52.57489,15.74571,0.94078,1.71594,12.57685,15.93332,17.30377,18.22714,16.98537,0.23296,-0.25199,914.19765,64.90622,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Metal Migration
RL026W11,RL026,11,5.63495,55.66843,16.25578,1.05833,1.61833,13.94338,15.12752,17.92987,19.65486,16.87648,0.23537,-0.24937,942.01964,67.05484,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W12,RL026,12,5.2851,52.53792,16.25371,1.01249,1.6815,12.86947,16.41771,19.13273,17.87782,17.13818,0.27066,-0.24901,968.14208,69.00202,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Contact Open
RL026W13,RL026,13,5.27084,51.87391,15.84281,0.97145,1.56081,13.72805,15.54143,18.49489,18.72211,17.30761,0.22646,-0.24047,903.68285,64.76588,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W14,RL026,14,5.7791,54.38615,16.11507,1.03748,1.67912,12.44569,14.94465,18.84662,19.41504,17.49485,0.2439,-0.24799,951.2303,67.34605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W15,RL026,15,5.4982,53.32309,16.23549,0.98649,1.67626,12.68803,15.69025,17.83412,19.42162,18.29967,0.23568,-0.24749,926.81143,66.96795,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W16,RL026,16,5.3766,54.16114,16.11714,0.95339,1.52046,12.55587,16.32227,18.70494,17.8937,17.67357,0.23266,-0.26936,924.59304,68.50466,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W17,RL026,17,5.52647,52.10115,15.78393,0.99426,1.64979,13.57578,15.34476,18.58732,19.36884,17.32118,0.24348,-0.2388,920.6423,65.01393,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W18,RL026,18,5.37718,54.06993,15.81287,1.01825,1.82055,11.56811,14.49271,18.44454,19.065,17.90618,0.24974,-0.23699,952.2085,66.46191,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W19,RL026,19,5.76015,54.24002,16.27443,0.99424,1.63386,12.83942,15.67173,18.25865,18.84583,17.22644,0.25147,-0.25779,914.31598,65.95763,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W20,RL026,20,5.06588,53.73328,16.44141,0.97091,1.63039,12.64392,15.27274,18.37292,17.76314,17.94395,0.22521,-0.24638,932.45387,65.88901,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W21,RL026,21,6.05635,51.92437,15.94519,1.0719,1.65867,12.43339,15.6797,18.99853,19.0922,18.43508,0.23324,-0.25738,965.26924,66.70911,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W22,RL026,22,5.30057,55.62249,16.01392,0.99614,1.64528,13.44733,15.00851,18.56798,18.18244,17.5377,0.23835,-0.244,904.228,67.41982,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W23,RL026,23,5.80312,53.23635,15.88306,0.96548,1.68082,13.64411,16.01563,18.36376,18.00594,17.15044,0.24321,-0.25381,901.80319,67.87911,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL026W24,RL026,24,5.63808,56.3163,16.33386,1.05458,1.77157,11.77588,16.01681,18.22254,18.38628,17.41123,0.24406,-0.2544,887.08294,65.31499,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL026W25,RL026,25,5.65158,55.19815,16.43149,0.95886,1.66562,12.35246,15.66982,18.16017,17.89344,17.53245,0.25177,-0.27046,877.06435,67.02277,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL027W01,RL027,1,6.01013,55.82971,16.60942,1.20718,1.75189,11.91971,16.37294,17.84819,18.17621,17.86531,0.27266,-0.28003,843.59872,66.04217,True,True,True,False,True,True,True,True,True,True,True,True,True,True,8,False,Metal Migration
RL027W02,RL027,2,6.67001,53.20031,16.90808,1.1413,1.89889,12.96848,16.08379,17.61449,17.3432,18.24299,0.27547,-0.27325,885.03281,69.77865,False,True,True,True,False,True,True,True,True,True,False,True,True,True,8,False,Wear-out
